PATHWAY	NAME	NGENES	NCOMPOUNDS	TYPE
R-MMU-166662	Lectin pathway of complement activation	8	7	REACTOME
R-MMU-391906	Leukotriene receptors	5	4	REACTOME
R-MMU-9037629	Lewis blood group biosynthesis	15	19	REACTOME
R-MMU-5632681	Ligand-receptor interactions	7	0	REACTOME
R-MMU-2046105	Linoleic acid (LA) metabolism	8	23	REACTOME
R-MMU-8964572	Lipid particle organization	6	3	REACTOME
R-MMU-446343	Localization of the PINCH-ILK-PARVIN complex to focal adhesions	4	0	REACTOME
R-MMU-9620244	Long-term potentiation	4	0	REACTOME
R-MMU-380259	Loss of Nlp from mitotic centrosomes	69	2	REACTOME
R-MMU-380284	Loss of proteins required for interphase microtubule organization from the centrosome	69	2	REACTOME
R-MMU-71064	Lysine catabolism	12	32	REACTOME
R-MMU-8853383	Lysosomal oligosaccharide catabolism	4	8	REACTOME
R-MMU-432720	Lysosome Vesicle Biogenesis	33	6	REACTOME
R-MMU-419408	Lysosphingolipid and LPA receptors	8	2	REACTOME
R-MMU-68886	M Phase	382	21	REACTOME
R-MMU-450294	MAP kinase activation	55	6	REACTOME
R-MMU-5674135	MAP2K and MAPK activation	39	13	REACTOME
R-MMU-5684264	MAP3K8 (TPL2)-dependent MAPK1/3 activation	12	2	REACTOME
R-MMU-5683057	MAPK family signaling cascades	261	21	REACTOME
R-MMU-450282	MAPK targets/ Nuclear events mediated by MAP kinases	28	4	REACTOME
R-MMU-112411	MAPK1 (ERK2) activation	8	2	REACTOME
R-MMU-5684996	MAPK1/MAPK3 signaling	239	21	REACTOME
R-MMU-110056	MAPK3 (ERK1) activation	9	2	REACTOME
R-MMU-5687128	MAPK6/MAPK4 signaling	72	5	REACTOME
R-MMU-2465910	MASTL Facilitates Mitotic Progression	2	2	REACTOME
R-MMU-6806942	MET Receptor Activation	5	3	REACTOME
R-MMU-8851907	MET activates PI3K/AKT signaling	5	4	REACTOME
R-MMU-8874081	MET activates PTK2 signaling	26	2	REACTOME
R-MMU-8865999	MET activates PTPN11	4	0	REACTOME
R-MMU-8875555	MET activates RAP1 and RAC1	9	2	REACTOME
R-MMU-8851805	MET activates RAS signaling	9	4	REACTOME
R-MMU-8875791	MET activates STAT3	2	2	REACTOME
R-MMU-8875513	MET interacts with TNS proteins	4	0	REACTOME
R-MMU-8875878	MET promotes cell motility	36	4	REACTOME
R-MMU-8875656	MET receptor recycling	9	1	REACTOME
R-MMU-2132295	MHC class II antigen presentation	121	9	REACTOME
R-MMU-1632852	Macroautophagy	116	11	REACTOME
R-MMU-6791226	Major pathway of rRNA processing in the nucleolus and cytosol	173	0	REACTOME
R-MMU-5662702	Melanin biosynthesis	5	13	REACTOME
R-MMU-199991	Membrane Trafficking	536	24	REACTOME
R-MMU-1430728	Metabolism	1724	1302	REACTOME
R-MMU-2022377	Metabolism of Angiotensinogen to Angiotensins	16	30	REACTOME
R-MMU-8953854	Metabolism of RNA	549	25	REACTOME
R-MMU-209776	Metabolism of amine-derived hormones	15	38	REACTOME
R-MMU-71291	Metabolism of amino acids and derivatives	248	244	REACTOME
R-MMU-71387	Metabolism of carbohydrates	263	153	REACTOME
R-MMU-8978934	Metabolism of cofactors	14	36	REACTOME
R-MMU-6806667	Metabolism of fat-soluble vitamins	49	40	REACTOME
R-MMU-196757	Metabolism of folate and pterines	17	26	REACTOME
R-MMU-5263617	Metabolism of ingested MeSeO2H into MeSeH	1	8	REACTOME
R-MMU-2408508	Metabolism of ingested SeMet, Sec, MeSec into H2Se	2	12	REACTOME
R-MMU-556833	Metabolism of lipids	599	553	REACTOME
R-MMU-202131	Metabolism of nitric oxide: eNOS activation and regulation	16	25	REACTOME
R-MMU-194441	Metabolism of non-coding RNA	47	3	REACTOME
R-MMU-15869	Metabolism of nucleotides	97	146	REACTOME
R-MMU-351202	Metabolism of polyamines	59	21	REACTOME
R-MMU-189445	Metabolism of porphyrins	24	41	REACTOME
R-MMU-392499	Metabolism of proteins	1593	238	REACTOME
R-MMU-380612	Metabolism of serotonin	2	11	REACTOME
R-MMU-196071	Metabolism of steroid hormones	42	35	REACTOME
R-MMU-8957322	Metabolism of steroids	127	141	REACTOME
R-MMU-6806664	Metabolism of vitamin K	3	11	REACTOME
R-MMU-196854	Metabolism of vitamins and cofactors	180	175	REACTOME
R-MMU-196849	Metabolism of water-soluble vitamins and cofactors	117	123	REACTOME
R-MMU-425410	Metal ion SLC transporters	21	7	REACTOME
R-MMU-6799990	Metal sequestration by antimicrobial proteins	4	7	REACTOME
R-MMU-5689901	Metalloprotease DUBs	39	1	REACTOME
R-MMU-5661231	Metallothioneins bind metals	2	5	REACTOME
R-MMU-1237112	Methionine salvage pathway	4	14	REACTOME
R-MMU-156581	Methylation	14	32	REACTOME
R-MMU-203927	MicroRNA (miRNA) biogenesis	6	0	REACTOME
R-MMU-190840	Microtubule-dependent trafficking of connexons from Golgi to the plasma membrane	16	2	REACTOME
R-MMU-193993	Mineralocorticoid biosynthesis	11	14	REACTOME
R-MMU-211958	Miscellaneous substrates	26	15	REACTOME
R-MMU-5223345	Miscellaneous transport and binding events	25	10	REACTOME
R-MMU-5358508	Mismatch Repair	12	9	REACTOME
R-MMU-5358606	Mismatch repair (MMR) directed by MSH2:MSH3 (MutSbeta)	8	9	REACTOME
R-MMU-5358565	Mismatch repair (MMR) directed by MSH2:MSH6 (MutSalpha)	11	9	REACTOME
R-MMU-1369007	Mitochondrial ABC transporters	4	6	REACTOME
R-MMU-77289	Mitochondrial Fatty Acid Beta-Oxidation	36	65	REACTOME
R-MMU-166187	Mitochondrial Uncoupling Proteins	5	7	REACTOME
R-MMU-1592230	Mitochondrial biogenesis	26	4	REACTOME
R-MMU-8949215	Mitochondrial calcium ion transport	17	3	REACTOME
R-MMU-1362409	Mitochondrial iron-sulfur cluster biogenesis	11	12	REACTOME
R-MMU-1268020	Mitochondrial protein import	10	0	REACTOME
R-MMU-379726	Mitochondrial tRNA aminoacylation	1	4	REACTOME
R-MMU-163282	Mitochondrial transcription initiation	3	1	REACTOME
R-MMU-163316	Mitochondrial transcription termination	1	1	REACTOME
R-MMU-5368287	Mitochondrial translation	86	6	REACTOME
R-MMU-5389840	Mitochondrial translation elongation	83	3	REACTOME
R-MMU-5419276	Mitochondrial translation termination	85	6	REACTOME
R-MMU-5205647	Mitophagy	29	2	REACTOME
R-MMU-68882	Mitotic Anaphase	192	7	REACTOME
R-MMU-453279	Mitotic G1 phase and G1/S transition	126	6	REACTOME
R-MMU-453274	Mitotic G2-G2/M phases	179	9	REACTOME
R-MMU-2555396	Mitotic Metaphase and Anaphase	193	9	REACTOME
R-MMU-68881	Mitotic Metaphase/Anaphase Transition	2	2	REACTOME
R-MMU-68877	Mitotic Prometaphase	190	10	REACTOME
R-MMU-68875	Mitotic Prophase	135	17	REACTOME
R-MMU-69618	Mitotic Spindle Checkpoint	107	0	REACTOME
R-MMU-68884	Mitotic Telophase/Cytokinesis	12	3	REACTOME
R-MMU-2129379	Molecules associated with elastic fibres	35	0	REACTOME
R-MMU-947581	Molybdenum cofactor biosynthesis	5	18	REACTOME
R-MMU-427601	Multifunctional anion exchangers	9	10	REACTOME
R-MMU-390648	Muscarinic acetylcholine receptors	5	1	REACTOME
R-MMU-397014	Muscle contraction	177	35	REACTOME
R-MMU-975871	MyD88 cascade initiated on plasma membrane	70	9	REACTOME
R-MMU-975155	MyD88 dependent cascade initiated on endosome	81	14	REACTOME
R-MMU-166166	MyD88-independent TLR4 cascade 	88	10	REACTOME
R-MMU-166058	MyD88:MAL(TIRAP) cascade initiated on plasma membrane	71	10	REACTOME
R-MMU-525793	Myogenesis	24	3	REACTOME
R-MMU-975577	N-Glycan antennae elongation	15	5	REACTOME
R-MMU-975576	N-glycan antennae elongation in the medial/trans-Golgi	23	19	REACTOME
R-MMU-964739	N-glycan trimming and elongation in the cis-Golgi	5	13	REACTOME
R-MMU-532668	N-glycan trimming in the ER and Calnexin/Calreticulin cycle	15	14	REACTOME
R-MMU-205025	NADE modulates death signalling	6	0	REACTOME
R-MMU-389542	NADPH regeneration	1	6	REACTOME
R-MMU-375165	NCAM signaling for neurite out-growth	35	5	REACTOME
R-MMU-419037	NCAM1 interactions	20	2	REACTOME
R-MMU-209560	NF-kB is activated and signals survival	13	2	REACTOME
R-MMU-205017	NFG and proNGF binds to p75NTR	2	0	REACTOME
R-MMU-167060	NGF processing	4	1	REACTOME
R-MMU-5676590	NIK-->noncanonical NF-kB signaling	57	2	REACTOME
R-MMU-168638	NOD1/2 Signaling Pathway	31	4	REACTOME
R-MMU-203754	NOSIP mediated eNOS trafficking	2	5	REACTOME
R-MMU-203641	NOSTRIN mediated eNOS trafficking	5	5	REACTOME
R-MMU-2122947	NOTCH1 Intracellular Domain Regulates Transcription	10	0	REACTOME
R-MMU-9013507	NOTCH3 Activation and Transmission of Signal to the Nucleus	19	3	REACTOME
R-MMU-9013700	NOTCH4 Activation and Transmission of Signal to the Nucleus	2	0	REACTOME
R-MMU-9623433	NR1H2 & NR1H3 regulate gene expression to control bile acid homeostasis	6	4	REACTOME
R-MMU-9024446	NR1H2 and NR1H3-mediated signaling	11	4	REACTOME
R-MMU-9029569	NR1H3 & NR1H2 regulate gene expression linked to cholesterol transport and efflux	11	4	REACTOME
R-MMU-193648	NRAGE signals death through JNK	48	4	REACTOME
R-MMU-205043	NRIF signals cell death from the nucleus	14	0	REACTOME
R-MMU-9034013	NTF3 activates NTRK3 signaling	2	2	REACTOME
R-MMU-9032759	NTRK2 activates RAC1	4	2	REACTOME
R-MMU-442660	Na+/Cl- dependent neurotransmitter transporters	17	31	REACTOME
R-MMU-420597	Nectin/Necl  trans heterodimerization	7	0	REACTOME
R-MMU-8951664	Neddylation	217	4	REACTOME
R-MMU-5250941	Negative epigenetic regulation of rRNA expression	69	7	REACTOME
R-MMU-5674499	Negative feedback regulation of MAPK pathway	6	2	REACTOME
R-MMU-5654726	Negative regulation of FGFR1 signaling	31	4	REACTOME
R-MMU-5654727	Negative regulation of FGFR2 signaling	33	4	REACTOME
R-MMU-5654732	Negative regulation of FGFR3 signaling	28	4	REACTOME
R-MMU-5654733	Negative regulation of FGFR4 signaling	31	4	REACTOME
R-MMU-5675221	Negative regulation of MAPK pathway	39	5	REACTOME
R-MMU-6807004	Negative regulation of MET activity	20	4	REACTOME
R-MMU-9604323	Negative regulation of NOTCH4 signaling	2	2	REACTOME
R-MMU-3772470	Negative regulation of TCF-dependent signaling by WNT ligand antagonists	8	0	REACTOME
R-MMU-8866904	Negative regulation of activity of TFAP2 (AP-2) family transcription factors	9	0	REACTOME
R-MMU-199418	Negative regulation of the PI3K/AKT network	106	12	REACTOME
R-MMU-936440	Negative regulators of DDX58/IFIH1 signaling	14	0	REACTOME
R-MMU-373753	Nephrin family interactions	10	2	REACTOME
R-MMU-373752	Netrin-1 signaling	24	6	REACTOME
R-MMU-6794361	Neurexins and neuroligins	33	0	REACTOME
R-MMU-447043	Neurofascin interactions	3	0	REACTOME
R-MMU-112316	Neuronal System	324	64	REACTOME
R-MMU-194306	Neurophilin interactions with VEGF and VEGFR	3	0	REACTOME
R-MMU-112311	Neurotransmitter clearance	8	21	REACTOME
R-MMU-112314	Neurotransmitter receptors and postsynaptic signal transmission	138	19	REACTOME
R-MMU-112310	Neurotransmitter release cycle	48	45	REACTOME
R-MMU-112313	Neurotransmitter uptake and metabolism In glial cells	4	6	REACTOME
R-MMU-6798695	Neutrophil degranulation	521	0	REACTOME
R-MMU-197264	Nicotinamide salvaging	18	40	REACTOME
R-MMU-196807	Nicotinate metabolism	30	52	REACTOME
R-MMU-392154	Nitric oxide stimulates guanylate cyclase	13	8	REACTOME
R-MMU-427413	NoRC negatively regulates rRNA expression	66	2	REACTOME
R-MMU-3000171	Non-integrin membrane-ECM interactions	39	2	REACTOME
R-MMU-9017802	Noncanonical activation of NOTCH3	7	0	REACTOME
R-MMU-5693571	Nonhomologous End-Joining (NHEJ)	67	6	REACTOME
R-MMU-975957	Nonsense Mediated Decay (NMD) enhanced by the Exon Junction Complex (EJC)	111	4	REACTOME
R-MMU-975956	Nonsense Mediated Decay (NMD) independent of the Exon Junction Complex (EJC)	91	2	REACTOME
R-MMU-927802	Nonsense-Mediated Decay (NMD)	111	4	REACTOME
R-MMU-181430	Norepinephrine Neurotransmitter Release Cycle	18	8	REACTOME
R-MMU-350054	Notch-HLH transcription pathway	22	0	REACTOME
R-MMU-2980766	Nuclear Envelope Breakdown	48	8	REACTOME
R-MMU-2995410	Nuclear Envelope Reassembly	12	3	REACTOME
R-MMU-198725	Nuclear Events (kinase and transcription factor activation)	22	4	REACTOME
R-MMU-3301854	Nuclear Pore Complex (NPC) Disassembly	31	2	REACTOME
R-MMU-383280	Nuclear Receptor transcription pathway	50	0	REACTOME
R-MMU-1251985	Nuclear signaling by ERBB4	11	1	REACTOME
R-MMU-8956320	Nucleobase biosynthesis	15	47	REACTOME
R-MMU-8956319	Nucleobase catabolism	36	97	REACTOME
R-MMU-774815	Nucleosome assembly	77	1	REACTOME
R-MMU-5696398	Nucleotide Excision Repair	101	10	REACTOME
R-MMU-8956321	Nucleotide salvage	24	45	REACTOME
R-MMU-168643	Nucleotide-binding domain, leucine rich repeat containing receptor (NLR) signaling pathways	45	10	REACTOME
R-MMU-418038	Nucleotide-like (purinergic) receptors	14	12	REACTOME
R-MMU-5173214	O-glycosylation of TSR domain-containing proteins	33	2	REACTOME
R-MMU-5173105	O-linked glycosylation	95	18	REACTOME
R-MMU-913709	O-linked glycosylation of mucins	52	8	REACTOME
R-MMU-1480926	O2/CO2 exchange in erythrocytes	12	11	REACTOME
R-MMU-8983711	OAS antiviral response	5	5	REACTOME
R-MMU-381753	Olfactory Signaling Pathway	364	0	REACTOME
R-MMU-190704	Oligomerization of connexins into connexons	1	0	REACTOME
R-MMU-2559585	Oncogene Induced Senescence	12	2	REACTOME
R-MMU-111885	Opioid Signalling	68	17	REACTOME
R-MMU-419771	Opsins	8	1	REACTOME
R-MMU-68949	Orc1 removal from chromatin	70	3	REACTOME
R-MMU-389397	Orexin and neuropeptides FF and QRFP bind to their respective receptors	8	0	REACTOME
R-MMU-1852241	Organelle biogenesis and maintenance	224	11	REACTOME
R-MMU-561048	Organic anion transport	4	8	REACTOME
R-MMU-428643	Organic anion transporters	9	15	REACTOME
R-MMU-549127	Organic cation transport	9	29	REACTOME
R-MMU-549132	Organic cation/anion/zwitterion transport	13	36	REACTOME
R-MMU-449836	Other interleukin signaling	17	0	REACTOME
R-MMU-416700	Other semaphorin interactions	13	0	REACTOME
R-MMU-5689896	Ovarian tumor domain proteases	29	5	REACTOME
R-MMU-2559580	Oxidative Stress Induced Senescence	110	8	REACTOME
R-MMU-1234176	Oxygen-dependent proline hydroxylation of Hypoxia-inducible Factor Alpha	66	6	REACTOME
R-MMU-417957	P2Y receptors	11	11	REACTOME
R-MMU-141334	PAOs oxidise polyamines to amines	2	11	REACTOME
R-MMU-5651801	PCNA-Dependent Long Patch Base Excision Repair	18	2	REACTOME
R-MMU-4086400	PCP/CE pathway	86	7	REACTOME
R-MMU-389948	PD-1 signaling	13	4	REACTOME
R-MMU-165160	PDE3B signalling	1	3	REACTOME
R-MMU-210990	PECAM1 interactions	12	2	REACTOME
R-MMU-381042	PERK regulates gene expression	4	2	REACTOME
R-MMU-1483255	PI Metabolism	74	27	REACTOME
R-MMU-1483196	PI and PC transport between ER and Golgi membranes	1	2	REACTOME
R-MMU-5654689	PI-3K cascade:FGFR1	20	5	REACTOME
R-MMU-5654695	PI-3K cascade:FGFR2	22	5	REACTOME
R-MMU-5654710	PI-3K cascade:FGFR3	17	5	REACTOME
R-MMU-5654720	PI-3K cascade:FGFR4	20	5	REACTOME
R-MMU-109704	PI3K Cascade	41	9	REACTOME
R-MMU-1963642	PI3K events in ERBB2 signaling	15	4	REACTOME
R-MMU-1250342	PI3K events in ERBB4 signaling	9	4	REACTOME
R-MMU-198203	PI3K/AKT activation	9	4	REACTOME
R-MMU-6811555	PI5P Regulates TP53 Acetylation	9	8	REACTOME
R-MMU-6811558	PI5P, PP2A and IER3 Regulate PI3K/AKT Signaling	99	11	REACTOME
R-MMU-1257604	PIP3 activates AKT signaling	229	15	REACTOME
R-MMU-163615	PKA activation	15	5	REACTOME
R-MMU-164378	PKA activation in glucagon signalling	4	1	REACTOME
R-MMU-111931	PKA-mediated phosphorylation of CREB	15	5	REACTOME
R-MMU-163358	PKA-mediated phosphorylation of key metabolic factors	1	0	REACTOME
R-MMU-109703	PKB-mediated events	1	3	REACTOME
R-MMU-3214841	PKMTs methylate histone lysines	62	2	REACTOME
R-MMU-112043	PLC beta mediated events	38	17	REACTOME
R-MMU-110362	POLB-Dependent Long Patch Base Excision Repair	5	7	REACTOME
R-MMU-212300	PRC2 methylates histones and DNA	78	4	REACTOME
R-MMU-6807070	PTEN Regulation	111	7	REACTOME
R-MMU-8849474	PTK6 Activates STAT3	4	2	REACTOME
R-MMU-8849472	PTK6 Down-Regulation	2	4	REACTOME
R-MMU-8849470	PTK6 Regulates Cell Cycle	6	2	REACTOME
R-MMU-8849468	PTK6 Regulates Proteins Involved in RNA Processing	5	2	REACTOME
R-MMU-8849471	PTK6 Regulates RHO GTPases, RAS GTPase and MAP kinases	13	5	REACTOME
R-MMU-8849469	PTK6 Regulates RTKs and Their Effectors AKT1 and DOK1	9	2	REACTOME
R-MMU-8857538	PTK6 promotes HIF1A stabilization	6	2	REACTOME
R-MMU-171306	Packaging Of Telomere Ends	60	2	REACTOME
R-MMU-432047	Passive transport by Aquaporins	11	3	REACTOME
R-MMU-71336	Pentose phosphate pathway	15	31	REACTOME
R-MMU-156902	Peptide chain elongation	1	1	REACTOME
R-MMU-209952	Peptide hormone biosynthesis	9	1	REACTOME
R-MMU-2980736	Peptide hormone metabolism	61	55	REACTOME
R-MMU-375276	Peptide ligand-binding receptors	194	13	REACTOME
R-MMU-390918	Peroxisomal lipid metabolism	28	60	REACTOME
R-MMU-9033241	Peroxisomal protein import	64	3	REACTOME
R-MMU-5576892	Phase 0 - rapid depolarisation	42	23	REACTOME
R-MMU-5576894	Phase 1 - inactivation of fast Na+ channels	7	1	REACTOME
R-MMU-5576893	Phase 2 - plateau phase	22	14	REACTOME
R-MMU-5576890	Phase 3 - rapid repolarisation	7	4	REACTOME
R-MMU-5576886	Phase 4 - resting membrane potential	17	1	REACTOME
R-MMU-211945	Phase I - Functionalization of compounds	108	190	REACTOME
R-MMU-156580	Phase II - Conjugation of compounds	88	142	REACTOME
R-MMU-8963691	Phenylalanine and tyrosine metabolism	12	32	REACTOME
R-MMU-8964208	Phenylalanine metabolism	7	21	REACTOME
R-MMU-8850843	Phosphate bond hydrolysis by NTPDase proteins	8	25	REACTOME
R-MMU-2393930	Phosphate bond hydrolysis by NUDT proteins	7	24	REACTOME
R-MMU-5654219	Phospholipase C-mediated cascade: FGFR1	15	4	REACTOME
R-MMU-5654221	Phospholipase C-mediated cascade; FGFR2	17	4	REACTOME
R-MMU-5654227	Phospholipase C-mediated cascade; FGFR3	12	4	REACTOME
R-MMU-5654228	Phospholipase C-mediated cascade; FGFR4	15	4	REACTOME
R-MMU-1483257	Phospholipid metabolism	188	98	REACTOME
R-MMU-202427	Phosphorylation of CD3 and TCR zeta chains	12	5	REACTOME
R-MMU-176417	Phosphorylation of Emi1	6	2	REACTOME
R-MMU-69200	Phosphorylation of proteins involved in G1/S transition by active Cyclin E:Cdk2 complexes	4	2	REACTOME
R-MMU-176412	Phosphorylation of the APC/C	19	0	REACTOME
R-MMU-5578768	Physiological factors	5	0	REACTOME
R-MMU-5205685	Pink/Parkin Mediated Mitophagy	22	0	REACTOME
R-MMU-8963898	Plasma lipoprotein assembly	18	11	REACTOME
R-MMU-174824	Plasma lipoprotein assembly, remodeling, and clearance	58	20	REACTOME
R-MMU-8964043	Plasma lipoprotein clearance	28	9	REACTOME
R-MMU-8963899	Plasma lipoprotein remodeling	26	15	REACTOME
R-MMU-75896	Plasmalogen biosynthesis	3	12	REACTOME
R-MMU-75892	Platelet Adhesion to exposed collagen	10	0	REACTOME
R-MMU-76009	Platelet Aggregation (Plug Formation)	34	13	REACTOME
R-MMU-76002	Platelet activation, signaling and aggregation	240	31	REACTOME
R-MMU-418360	Platelet calcium homeostasis	25	7	REACTOME
R-MMU-114608	Platelet degranulation 	115	9	REACTOME
R-MMU-418346	Platelet homeostasis	72	27	REACTOME
R-MMU-432142	Platelet sensitization by LDL	16	6	REACTOME
R-MMU-156711	Polo-like kinase mediated events	4	2	REACTOME
R-MMU-69091	Polymerase switching	13	4	REACTOME
R-MMU-174411	Polymerase switching on the C-strand of the telomere	13	5	REACTOME
R-MMU-5250913	Positive epigenetic regulation of rRNA expression	94	3	REACTOME
R-MMU-438064	Post NMDA receptor activation events	16	4	REACTOME
R-MMU-426496	Post-transcriptional silencing by small RNAs	7	1	REACTOME
R-MMU-163125	Post-translational modification: synthesis of GPI-anchored proteins	81	22	REACTOME
R-MMU-597592	Post-translational protein modification	1247	169	REACTOME
R-MMU-8957275	Post-translational protein phosphorylation	110	2	REACTOME
R-MMU-622327	Postsynaptic nicotinic acetylcholine receptors	13	3	REACTOME
R-MMU-1296071	Potassium Channels	93	4	REACTOME
R-MMU-1296067	Potassium transport channels	3	1	REACTOME
R-MMU-1912422	Pre-NOTCH Expression and Processing	7	2	REACTOME
R-MMU-1912420	Pre-NOTCH Processing in Golgi	5	0	REACTOME
R-MMU-1912408	Pre-NOTCH Transcription and Translation	2	2	REACTOME
R-MMU-196108	Pregnenolone biosynthesis	12	13	REACTOME
R-MMU-112308	Presynaptic depolarization and calcium channel opening	10	2	REACTOME
R-MMU-500657	Presynaptic function of Kainate receptors	20	2	REACTOME
R-MMU-622323	Presynaptic nicotinic acetylcholine receptors	11	3	REACTOME
R-MMU-5693616	Presynaptic phase of homologous DNA pairing and strand exchange	35	3	REACTOME
R-MMU-3215018	Processing and activation of SUMO	9	3	REACTOME
R-MMU-72203	Processing of Capped Intron-Containing Pre-mRNA	228	6	REACTOME
R-MMU-75067	Processing of Capped Intronless Pre-mRNA	27	4	REACTOME
R-MMU-5693607	Processing of DNA double-strand break ends	94	10	REACTOME
R-MMU-77595	Processing of Intronless Pre-mRNAs	18	2	REACTOME
R-MMU-8949664	Processing of SMDT1	16	1	REACTOME
R-MMU-174414	Processive synthesis on the C-strand of the telomere	8	12	REACTOME
R-MMU-69183	Processive synthesis on the lagging strand	12	6	REACTOME
R-MMU-5357801	Programmed Cell Death	110	10	REACTOME
R-MMU-964827	Progressive trimming of alpha-1,2-linked mannose residues from Man9/8/7GlcNAc2 to produce Man5GlcNAc2	3	7	REACTOME
R-MMU-1170546	Prolactin receptor signaling	8	3	REACTOME
R-MMU-70688	Proline catabolism	3	11	REACTOME
R-MMU-169893	Prolonged ERK activation events	14	5	REACTOME
R-MMU-71032	Propionyl-CoA catabolism	5	9	REACTOME
R-MMU-392851	Prostacyclin signalling through prostacyclin receptor	18	3	REACTOME
